File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0524_01_mesh_1.ply,1190.159,885.382,41.060,13.344,9.015,0.268
0524_01_mesh_10.ply,11.599,225.845,13.050,9.929,6.202,0.043
0524_01_mesh_11.ply,937.320,905.370,51.947,8.105,6.770,0.172
0524_01_mesh_5.ply,305.655,357.152,22.047,6.671,6.194,0.067
0524_01_mesh_3.ply,149.590,199.908,15.917,6.320,5.221,0.038
0524_01_mesh_2.ply,506.174,506.695,30.509,8.573,6.938,0.126
0524_01_mesh_4.ply,1200.773,803.478,16.819,13.550,14.236,
0524_01_mesh_6.ply,8209.868,3404.930,81.386,26.269,15.118,1.866
0524_01_mesh_7.ply,374.689,434.024,26.206,6.700,6.376,0.084
0524_01_mesh_8.ply,562.483,518.961,23.952,10.893,9.576,0.163
0524_01_mesh_9.ply,2234.570,1946.353,105.067,24.176,7.930,0.442
